Date ,Open 
11-09-2023,19890
12-09-2023,20110.15
13-09-2023,19989.5
14-09-2023,20127.95
15-09-2023,20156.45
18-09-2023,20155.95
20-09-2023,19980.75
21-09-2023,19840.55
22-09-2023,19744.85
25-09-2023,19678.2
26-09-2023,19682.8
27-09-2023,19637.05
28-09-2023,19761.8
29-09-2023,19581.2
03-10-2023,19622.4
04-10-2023,19446.3
05-10-2023,19521.85
06-10-2023,19621.2
09-10-2023,19539.45
10-10-2023,19565.6
11-10-2023,19767
12-10-2023,19822.7
13-10-2023,19654.55
16-10-2023,19737.25
17-10-2023,19843.2
18-10-2023,19820.45
19-10-2023,19545.2
20-10-2023,19542.15
23-10-2023,19521.6
25-10-2023,19286.45
26-10-2023,19027.25
27-10-2023,18928.75
30-10-2023,19053.4
31-10-2023,19232.95
01-11-2023,19064.05
02-11-2023,19120
03-11-2023,19241
06-11-2023,19345.85
07-11-2023,19404.05
08-11-2023,19449.6
09-11-2023,19457.4
10-11-2023,19351.85
12-11-2023,19547.25
13-11-2023,19486.75
15-11-2023,19651.4
16-11-2023,19674.7
17-11-2023,19674.75
20-11-2023,19731.15
21-11-2023,19770.9
22-11-2023,19784
23-11-2023,19828.45
24-11-2023,19809.6
28-11-2023,19844.65
29-11-2023,19976.55
30-11-2023,20108.5
01-12-2023,20194.1
04-12-2023,20601.95
05-12-2023,20808.9
06-12-2023,20950.75
07-12-2023,20932.4
08-12-2023,20934.1
11-12-2023,20965.3
12-12-2023,21018.55
